Time,AC,Fan,Fridge,Light,TV,Washing Machine,Total_kWh
2027-01-13,1.9114616,1.7806103,1.8574733,1.9777205,1.8447989,1.8858278,11.257893
2027-01-14,2.2211611,2.155391,2.1438003,2.302591,2.110467,2.2793617,13.212772
2027-01-15,3.6816254,3.5104694,3.3864813,3.4859045,3.3960302,3.3965952,20.857105
2027-01-16,3.3996577,3.4549901,3.3806324,3.4084518,3.3404515,3.3423915,20.326576
2027-01-17,1.6610993,1.6400524,1.7651966,1.7877822,1.6761293,1.7993045,10.329565
2027-01-18,1.6726924,1.6502706,1.7209349,1.749992,1.6579126,1.776754,10.228557
2027-01-19,1.7576042,1.6695087,1.8229644,1.806594,1.7121546,1.6968141,10.465639
2027-01-20,1.7805048,1.676855,1.7536438,1.8632067,1.7380168,1.7564372,10.568665
2027-01-21,1.7518331,1.7137388,1.7195278,1.8627774,1.6821752,1.8536601,10.583712
2027-01-22,1.8475909,1.790665,1.7623733,1.8783449,1.7178882,1.9009553,10.897818
2027-01-23,1.6255548,1.596739,1.6777166,1.659776,1.6161004,1.673032,9.848919
2027-01-24,1.6272103,1.6052016,1.7299235,1.7497349,1.6437684,1.7668308,10.122669
2027-01-25,1.6421704,1.6237658,1.6908281,1.7187937,1.6318727,1.7488285,10.056259
2027-01-26,1.7655132,1.6682358,1.8208139,1.8201749,1.7131889,1.7095748,10.497501
2027-01-27,2.2834458,2.1391184,2.194942,2.3401475,2.1908493,2.2195587,13.368062
2027-01-28,3.1438909,2.9755588,2.9470475,3.1380603,2.970144,3.0858717,18.260574
2027-01-29,1.9441397,1.8769046,1.8560337,1.9732043,1.8191977,1.9681742,11.4376545
2027-01-30,1.713697,1.6837494,1.7637032,1.7464039,1.697887,1.752844,10.358284
2027-01-31,2.3053615,2.289439,2.3602633,2.4291327,2.2898643,2.377929,14.05199
2027-02-01,1.8259895,1.7962257,1.8630469,1.9039323,1.8223753,1.8606095,11.07218
2027-02-02,2.3090346,2.2493732,2.3263958,2.324317,2.2105143,2.3778143,13.797449
2027-02-03,3.6677938,3.5111492,3.5856895,3.751951,3.6174598,3.7980058,21.932049
2027-02-04,2.7252197,2.579627,2.6050353,2.8126712,2.70318,2.841912,16.267645
2027-02-05,1.7681818,1.7760781,1.8020225,1.9112587,1.7578632,1.8649096,10.880314
2027-02-06,1.6595322,1.6336924,1.7062991,1.7062166,1.6544558,1.7160679,10.076264
2027-02-07,2.158156,2.1680064,2.2176032,2.2450404,2.1448715,2.248706,13.182384
2027-02-08,1.6847608,1.661159,1.7283888,1.7617178,1.6852279,1.7624617,10.283715
2027-02-09,2.0497181,2.002096,2.1166172,2.085526,1.9659668,2.0499184,12.269843
2027-02-10,2.0900822,2.0053523,2.1119576,2.1976585,2.0818276,2.1167707,12.603648
2027-02-11,2.9460936,2.8242521,2.83291,3.0103638,2.900213,2.9969757,17.510809
2027-02-12,3.232541,3.1078174,3.1237764,3.275155,3.1432304,3.1946807,19.077202
2027-02-13,4.4464483,4.5676,4.3263655,4.469459,4.4280586,4.24363,26.48156
2027-02-14,4.046579,4.2670403,4.1121407,4.234439,4.059243,4.18011,24.899551
2027-02-15,1.727132,1.7013106,1.7698354,1.804571,1.7206303,1.7946614,10.518141
2027-02-16,2.194091,2.133105,2.2520537,2.20961,2.0832088,2.1697783,13.041847
2027-02-17,1.7946428,1.7381451,1.8506659,1.8954405,1.7909538,1.7962986,10.866147
2027-02-18,1.7761948,1.7264613,1.8058617,1.9206439,1.7958075,1.833204,10.858173
2027-02-19,2.3918266,2.338388,2.3504035,2.4763618,2.3155663,2.4064867,14.279033
2027-02-20,2.095305,2.0716794,2.1154766,2.1387153,2.0649226,2.1186848,12.604784
2027-02-21,1.7078092,1.6951063,1.782223,1.7913543,1.709874,1.8205665,10.506933
2027-02-22,2.112742,2.047499,2.1295066,2.2017956,2.060202,2.2346067,12.786351
2027-02-23,5.450845,5.3863454,5.4064803,5.3613214,5.3133736,5.304021,32.222385
2027-02-24,4.1527543,4.006413,3.9679687,4.0269794,3.8899634,3.9609084,24.004988
2027-02-25,1.8280144,1.7515609,1.8115144,1.9554961,1.8586756,1.8774364,11.082698
2027-02-26,1.7778333,1.7812932,1.8057395,1.9260402,1.7419753,1.9070462,10.939927
2027-02-27,1.6636574,1.6363164,1.7117286,1.708235,1.6558765,1.718539,10.094353
2027-02-28,2.049392,2.0484927,2.1100404,2.1369913,2.0382924,2.140635,12.523844
2027-03-01,2.398129,2.3068886,2.3236537,2.4357657,2.3407202,2.4189167,14.224074
2027-03-02,3.306124,3.142633,3.1749582,3.3302119,3.1728282,3.2566442,19.3834
2027-03-03,2.514894,2.4715447,2.4753006,2.462418,2.4477818,2.4774992,14.849439
2027-03-04,2.366058,2.3321948,2.3022408,2.421413,2.3587797,2.384546,14.165233
2027-03-05,3.263059,3.2389703,3.2354987,3.38079,3.2774482,3.3636153,19.75938
2027-03-06,3.0681934,3.0594223,3.009719,3.104949,3.1019833,3.0101693,18.354437
2027-03-07,1.6662545,1.6710223,1.7299142,1.7208288,1.6648434,1.7794449,10.232308
2027-03-08,1.6616948,1.6138427,1.6573625,1.7179251,1.6847829,1.6873109,10.022919
2027-03-09,2.9603379,2.9429615,2.8732383,3.1151834,2.9827595,3.080711,17.955193
2027-03-10,1.958982,1.8747238,1.9569439,2.0465868,2.0032332,1.9091724,11.749641
2027-03-11,1.6707404,1.6519576,1.6699471,1.790951,1.740416,1.7024285,10.22644
2027-03-12,2.393744,2.3448026,2.4131992,2.5577009,2.4062,2.446205,14.5618515
2027-03-13,1.978369,1.9472759,1.9703209,2.001494,1.962901,2.0011349,11.861495
2027-03-14,1.891211,1.8829188,1.9367254,1.944609,1.8698623,1.9909289,11.516255
2027-03-15,2.28512,2.1772487,2.2059138,2.3236709,2.237634,2.2885137,13.518101
2027-03-16,2.135904,2.1566525,2.1422048,2.3590317,2.248524,2.24296,13.285276
2027-03-17,2.0392315,1.9757162,2.0695343,2.0321915,2.0105214,1.8701274,11.997323
2027-03-18,1.9234917,1.8612925,1.9238099,2.0707471,1.9600673,1.9812547,11.720663
2027-03-19,1.8464388,1.8229555,1.9199433,2.0285332,1.882025,1.8999887,11.399883
2027-03-20,6.7637763,7.252654,6.8007803,7.0833254,6.9320116,6.9261694,41.758717
2027-03-21,6.1789813,6.350867,6.0652056,6.197067,6.261006,6.132168,37.185295
2027-03-22,1.8826162,1.8101662,1.8608787,1.9190093,1.883537,1.796412,11.15262
2027-03-23,1.689024,1.7496917,1.7585688,1.918093,1.8716971,1.7639058,10.75098
2027-03-24,1.8520981,1.7831112,1.8880765,1.8385035,1.8250744,1.6597469,10.846611
2027-03-25,1.7045699,1.690205,1.7047874,1.8167685,1.7643797,1.7446485,10.42536
2027-03-26,1.657997,1.655389,1.7403818,1.8293439,1.7084016,1.7094824,10.300995
2027-03-27,1.5973823,1.5871848,1.643824,1.643524,1.5968646,1.6608636,9.729644
2027-03-28,1.6516299,1.656783,1.7179549,1.707505,1.6515334,1.7674606,10.152867
2027-03-29,1.720837,1.6730046,1.7179619,1.7757732,1.7371416,1.7395834,10.364301
2027-03-30,1.6438543,1.7153168,1.7195715,1.8743712,1.8316867,1.7280917,10.512892
2027-03-31,1.7798038,1.7148443,1.8280939,1.7804652,1.7616674,1.5756863,10.440561
2027-04-01,1.7076886,1.6989961,1.7227494,1.7939671,1.7486438,1.6152936,10.287338
2027-04-02,5.2956443,5.490499,5.5519333,5.674199,5.5646057,5.5638547,33.140736
2027-04-03,4.8190484,5.003084,4.823416,4.9235153,5.051875,4.877604,29.49854
2027-04-04,1.6908529,1.6872343,1.7411447,1.7369686,1.6788543,1.8067191,10.341773
2027-04-05,1.6885355,1.6458602,1.7126163,1.7499044,1.74734,1.6961989,10.240456
2027-04-06,2.0724008,2.0372684,2.0858827,2.1802309,2.1027534,2.073954,12.55249
2027-04-07,2.6249294,2.5043461,2.54781,2.7478743,2.633027,2.5820158,15.640002
2027-04-08,2.1105778,2.0035312,2.1041076,2.1937487,2.1014888,1.963289,12.476744
2027-04-09,3.1913733,3.2573996,3.2115874,3.3222477,3.3020806,3.305084,19.589773
2027-04-10,4.200254,4.2082663,4.04932,4.219216,4.160241,4.069945,24.90724
2027-04-11,4.45816,4.5346084,4.3822513,4.5545406,4.4221816,4.4107027,26.762444
2027-04-12,3.9623685,3.8562365,3.877612,4.000522,3.9181552,3.8054018,23.420296
2027-04-13,3.8363154,3.6616528,3.686964,3.6445196,3.4324253,3.544828,21.806705
2027-04-14,1.7819462,1.770793,1.77417,1.9643391,1.9374875,1.7586007,10.987337
2027-04-15,1.6818049,1.614593,1.6745478,1.7744874,1.6946089,1.5377778,9.97782
2027-04-16,2.3803654,2.3771732,2.2932549,2.436411,2.424178,2.3422713,14.2536545
2027-04-17,1.7889304,1.7734842,1.8129754,1.8400295,1.7900906,1.847769,10.853279
2027-04-18,2.9469428,3.0054617,2.9445114,2.9863648,2.9222703,3.0272593,17.83281
2027-04-19,4.485832,4.3803673,4.370902,4.560973,4.41982,4.3736076,26.591503
2027-04-20,2.8807132,2.7155023,2.7740934,2.80852,2.6234179,2.6473773,16.449625
2027-04-21,5.1735253,5.015718,4.948837,4.99824,4.9392705,5.1332955,30.208885
2027-04-22,3.7346416,3.585004,3.5855632,3.6975026,3.6645896,3.6125903,21.87989
2027-04-23,1.7872881,1.8070757,1.749708,1.9154465,1.9220513,1.7449356,10.926506
2027-04-24,1.6153728,1.6102039,1.6537052,1.6636993,1.6189859,1.6764649,9.838432
2027-04-25,2.2355194,2.2345245,2.2438464,2.271709,2.1916587,2.3176715,13.49493
2027-04-26,1.843113,1.7858658,1.8748161,1.9099231,1.890899,1.8204982,11.125115
2027-04-27,3.416486,3.3213766,3.3630934,3.499822,3.2794752,3.430326,20.31058
2027-04-28,2.405311,2.37273,2.393351,2.526061,2.5248718,2.3356261,14.557951
2027-04-29,3.0144792,3.0508492,3.00746,3.0525265,2.978948,3.0662606,18.170525
2027-04-30,4.352847,4.453311,4.4399066,4.447659,4.386202,4.605549,26.685474
2027-05-01,3.9291272,4.0268607,3.9357297,3.8905072,3.995579,3.9141126,23.691916
2027-05-02,1.7638823,1.7572937,1.7894744,1.7756077,1.7153931,1.8356855,10.637337
2027-05-03,1.7528371,1.7237837,1.8107147,1.8201903,1.8163007,1.7210201,10.644846
2027-05-04,2.177786,2.1473832,2.2936132,2.1988175,2.2003787,2.141682,13.15966
2027-05-05,2.7072213,2.684026,2.6739583,2.6577907,2.637178,2.6286888,15.988863
2027-05-06,2.6378014,2.5875146,2.5799913,2.7690537,2.710052,2.578252,15.862664
2027-05-07,4.2465043,4.071837,4.106176,4.1817675,4.1695905,4.129682,24.905558
2027-05-08,4.6774807,4.733569,4.5716276,4.728815,4.7419896,4.6461587,28.09964
2027-05-09,1.2774667,1.2330564,1.2591009,1.2998402,1.2233819,1.2690868,7.561933
