Time,AC,Fan,Fridge,Light,TV,Washing Machine,Total_kWh
2026-10-16,2.923418,2.8989308,2.8478935,2.7941058,2.9646885,2.7090006,17.138037
2026-10-17,2.7906883,2.682731,2.832025,2.7947917,2.8749707,2.5635934,16.538801
2026-10-18,5.688943,5.660249,5.4495955,5.785416,5.8227925,5.6870327,34.094025
2026-10-19,4.688809,4.5143576,4.550055,4.69823,4.454871,4.3822546,27.288578
2026-10-20,1.8560144,1.8251035,1.8601713,1.8270303,1.8785294,1.7967405,11.04359
2026-10-21,1.6931448,1.6504196,1.7399031,1.6576647,1.7058343,1.6291983,10.076164
2026-10-22,2.0435808,1.9493674,2.016596,2.0182471,1.9999187,1.8077376,11.835448
2026-10-23,1.8793278,1.8687612,1.8276908,1.8069053,1.9573909,1.7262479,11.066324
2026-10-24,2.2558055,2.1551986,2.2447886,2.2285335,2.300655,2.077952,13.262932
2026-10-25,2.3460433,2.2300737,2.2732584,2.3165886,2.3423874,2.2616675,13.770019
2026-10-26,2.5995605,2.349523,2.4694767,2.532446,2.592373,2.418592,14.961971
2026-10-27,6.667049,6.7974305,6.3529673,6.5144744,6.3036723,6.4125757,39.04817
2026-10-28,4.1220193,4.152686,4.010036,4.1185274,4.2603626,4.1900153,24.85365
2026-10-29,2.4531143,2.5271304,2.4572723,2.590237,2.5123093,2.3375518,14.877615
2026-10-30,1.9445629,1.9301239,1.8789881,1.8722631,2.022538,1.7950997,11.443575
2026-10-31,2.426863,2.3271701,2.457259,2.4231691,2.5309348,2.2336373,14.399033
2026-11-01,2.0694256,1.9543818,2.0122416,2.0298,2.0476325,1.9792202,12.092702
2026-11-02,3.2649312,2.9570885,3.088403,3.092359,3.194384,2.9757843,18.57295
2026-11-03,3.7322602,3.7078507,3.7714393,3.6241865,3.70646,3.5918036,22.134003
2026-11-04,3.2773921,3.1540244,3.3484726,3.3007889,3.3503015,3.1705186,19.601498
2026-11-05,2.7424748,2.821639,2.7359254,2.8602827,2.7864034,2.6319835,16.578709
2026-11-06,1.9248027,1.9057775,1.8576758,1.8486326,1.9931905,1.7791156,11.3091955
2026-11-07,2.4803185,2.3567894,2.412269,2.4699898,2.4948738,2.276343,14.490583
2026-11-08,1.9883429,1.852409,1.9382716,1.9487362,1.9549499,1.8980564,11.580766
2026-11-09,2.0050714,1.8152108,1.9127617,1.9605467,2.018967,1.882288,11.594845
2026-11-10,2.0711126,1.9716842,2.0653832,2.049754,2.0867321,2.036989,12.281655
2026-11-11,2.3208127,2.3019648,2.389157,2.3467267,2.3423212,2.2151172,13.9161
2026-11-12,2.5144665,2.498775,2.4635732,2.5370193,2.4774506,2.290759,14.782043
2026-11-13,3.7344365,3.7422965,3.775231,3.6379259,3.7848296,3.50777,22.182491
2026-11-14,5.6516023,5.748232,5.6138854,5.6564174,6.153221,5.6026297,34.425987
2026-11-15,5.951018,5.9552097,5.8149443,6.123065,6.1344113,5.808422,35.78707
2026-11-16,2.8360426,2.6340158,2.6711593,2.8399208,2.7195437,2.6110744,16.311756
2026-11-17,2.078797,1.989422,2.0607064,2.0349238,2.068249,2.0312371,12.263334
2026-11-18,1.8604361,1.8147676,1.9060191,1.8451495,1.8636631,1.7802835,11.070318
2026-11-19,1.952375,1.860872,1.9011204,1.9113886,1.8975847,1.7178841,11.241225
2026-11-20,2.3759205,2.3621335,2.316155,2.2928877,2.4306903,2.2033386,13.981127
2026-11-21,3.3083138,3.3171628,3.4668157,3.4180844,3.4606752,3.1869013,20.157953
2026-11-22,3.9783351,3.8976672,3.8356698,4.0142775,4.095865,3.938787,23.760601
2026-11-23,6.861919,6.959054,6.852683,6.9451613,6.7216806,6.5168796,40.85738
2026-11-24,6.6976256,6.658382,6.3912745,6.567872,6.3599153,6.3133225,38.988396
2026-11-25,3.9559946,3.9308956,3.813066,3.8657143,4.0391564,4.0054855,23.610313
2026-11-26,1.8169953,1.7827756,1.7847968,1.7767485,1.8036383,1.6422259,10.607181
2026-11-27,1.8155035,1.8159883,1.7671518,1.7512116,1.9021074,1.6819115,10.733874
2026-11-28,1.9513229,1.854946,1.9225576,1.9276282,2.0003328,1.7838904,11.440679
2026-11-29,1.8263996,1.693245,1.7826213,1.7760766,1.7883319,1.7199917,10.586666
2026-11-30,2.8171165,2.5815918,2.6706111,2.6839807,2.7992349,2.5678241,16.12036
2026-12-01,2.590389,2.5106392,2.638428,2.5844285,2.6080365,2.5388155,15.4707365
2026-12-02,3.1405644,2.9750655,3.300766,3.1999147,3.1786547,3.0314107,18.826376
2026-12-03,5.166772,5.3789186,5.629875,5.5130506,5.6103997,5.13328,32.432297
2026-12-04,3.1806173,3.2083523,3.2992897,3.110947,3.2851443,3.0077388,19.092089
2026-12-05,1.828634,1.7501824,1.8215399,1.8378778,1.8919564,1.669067,10.799258
2026-12-06,1.8657212,1.7275403,1.8175356,1.8063129,1.8303918,1.7484025,10.795904
2026-12-07,2.1926603,1.9328256,2.0925698,2.0626526,2.1306179,1.9732268,12.384553
2026-12-08,1.9526789,1.8824037,1.9600109,1.9452994,1.9661162,1.908965,11.615474
2026-12-09,2.293646,2.2579837,2.307681,2.3341675,2.332131,2.2176278,13.7432375
2026-12-10,2.2602766,2.2235694,2.2198086,2.265678,2.208396,2.035704,13.213431
2026-12-11,2.4700658,2.4497712,2.398526,2.3557494,2.5008364,2.2763898,14.451339
2026-12-12,3.5822382,3.4315338,3.4918368,3.5306273,3.6751976,3.237871,20.949305
2026-12-13,4.7481403,4.6760545,4.521609,4.7983985,4.8554673,4.686302,28.28597
2026-12-14,2.8120286,2.6286256,2.6620364,2.8181684,2.729959,2.5781543,16.228971
2026-12-15,1.9508201,1.8913723,1.9622774,1.9346586,1.9596828,1.9298579,11.62867
2026-12-16,2.1727614,2.149403,2.2216356,2.2200556,2.1622243,2.137977,13.064057
2026-12-17,3.2705607,3.3063583,3.3288472,3.420719,3.318191,3.0897853,19.73446
2026-12-18,3.0261433,3.00523,2.9400754,2.8580585,3.0391257,2.788647,17.65728
2026-12-19,3.4459355,3.3102672,3.4091132,3.4479651,3.5101547,3.1230154,20.246452
2026-12-20,3.3297465,3.2279928,3.1946287,3.3573928,3.3766146,3.3004348,19.786808
2026-12-21,2.559705,2.3934047,2.430327,2.5429971,2.5673254,2.3894165,14.883176
2026-12-22,5.1814857,5.1788855,5.0588365,4.974351,4.931838,4.8930135,30.21841
2026-12-23,2.517049,2.531249,2.6446555,2.593531,2.6035516,2.5641756,15.454211
2026-12-24,1.8919629,1.8134955,1.8447974,1.8367118,1.8434838,1.6677752,10.898227
2026-12-25,1.8902545,1.8950846,1.8442612,1.824595,1.9566619,1.7610453,11.171903
2026-12-26,2.226334,2.2014894,2.2670786,2.28336,2.301028,2.0970693,13.37636
2026-12-27,2.519406,2.3827748,2.4350154,2.4992824,2.517377,2.4368796,14.790735
2026-12-28,2.3516612,2.136548,2.2385106,2.2886019,2.3469858,2.2006168,13.562924
2026-12-29,2.3815587,2.293654,2.4205027,2.360066,2.3802314,2.3353968,14.171411
2026-12-30,1.9286307,1.908347,2.0145152,1.9691725,1.9634205,1.8927891,11.676875
2026-12-31,3.6518276,3.647766,3.6354558,3.5984802,3.5708988,3.3502681,21.454697
2027-01-01,2.1601007,2.1555724,2.1849291,2.105599,2.286158,1.9832184,12.875577
2027-01-02,1.7702594,1.7413788,1.7430066,1.7318254,1.7419677,1.6325264,10.360964
2027-01-03,1.807773,1.6905851,1.7213624,1.7779614,1.7628771,1.6979357,10.458495
2027-01-04,2.4326277,2.3618035,2.390946,2.609005,2.5485654,2.3498268,14.692774
2027-01-05,2.050115,1.9433798,1.9069744,2.0086982,2.022476,1.963563,11.895206
2027-01-06,2.2612205,2.071007,2.1851063,2.091831,2.161759,2.0098548,12.780779
2027-01-07,3.7671561,3.5718725,3.6986527,3.7036679,3.6745281,3.4951708,21.911049
2027-01-08,3.2317727,3.126836,3.159871,3.1644833,3.3271158,3.0644317,19.07451
2027-01-09,2.8597856,2.8209233,2.8586974,2.8477542,2.898745,2.5800745,16.86598
2027-01-10,3.7046647,3.7256813,3.520694,3.820337,3.8004336,3.6403859,22.212198
2027-01-11,1.7793876,1.6689633,1.7206616,1.8363794,1.8642685,1.6844246,10.554085
2027-01-12,1.7795012,1.6690919,1.6081392,1.7167141,1.7535465,1.689596,10.216589
2027-01-13,1.8112919,1.6602231,1.7424245,1.6560948,1.7321426,1.5784343,10.180611
2027-01-14,2.1613045,2.0668623,2.1653562,2.1344485,2.1355724,1.9331133,12.596657
2027-01-15,3.2329364,3.1540868,3.192363,3.1841297,3.3288953,3.0932696,19.18568
2027-01-16,3.3590767,3.4736938,3.4191675,3.1507275,3.4930284,3.175001,20.070694
2027-01-17,1.7787461,1.6818945,1.7285769,1.7709478,1.7675296,1.7115145,10.43921
2027-01-18,1.683517,1.54814,1.6386545,1.7291268,1.7553511,1.5730095,9.927799
2027-01-19,1.7153834,1.603177,1.5395403,1.649525,1.6897339,1.6261983,9.823559
2027-01-20,1.7087679,1.574626,1.6457199,1.5652518,1.6448392,1.4913218,9.630527
2027-01-21,1.7008982,1.6088712,1.7120486,1.6625736,1.6806936,1.4913181,9.856403
2027-01-22,1.7024496,1.6862859,1.6592656,1.5929147,1.749192,1.5831318,9.973239
2027-01-23,1.6533165,1.6249899,1.6252887,1.6075866,1.6200175,1.5231392,9.654338
2027-01-24,1.7459546,1.6254562,1.6617242,1.7101821,1.6985526,1.6336652,10.075535
2027-01-25,1.667257,1.530862,1.6243055,1.7049626,1.7376903,1.5559953,9.821073
2027-01-26,1.7318076,1.6221828,1.5577489,1.665666,1.7116226,1.6459519,9.93498
2027-01-27,2.2431083,2.0637114,2.1920648,2.0358603,2.1213248,2.005346,12.661416
2027-01-28,3.0417697,2.9307718,3.0463655,3.021148,3.0136313,2.8042414,17.857927
2027-01-29,1.7792914,1.7762922,1.7203232,1.6853521,1.8295285,1.659242,10.450029
2027-01-30,1.722432,1.6991659,1.6916579,1.68556,1.6964877,1.5889523,10.084255
2027-01-31,2.3518658,2.2883632,2.2314777,2.3561635,2.3503149,2.2261157,13.804302
2027-02-01,1.7570958,1.663844,1.7302374,1.8530698,1.8665134,1.707717,10.578478
2027-02-02,2.0900528,1.9704311,1.9554203,2.0253613,2.0975738,2.029631,12.16847
2027-02-03,3.429532,3.1645882,3.1770782,3.096887,3.2940254,3.1878202,19.349932
2027-02-04,2.6325579,2.563539,2.6112354,2.6442091,2.615589,2.3983333,15.465464
2027-02-05,1.7908248,1.7779279,1.7385288,1.6928207,1.8626869,1.6666805,10.5294695
2027-02-06,1.7175968,1.6857612,1.6886117,1.6866939,1.6981682,1.5682045,10.045036
2027-02-07,2.175091,2.0806873,2.0792613,2.1821651,2.1676402,2.093954,12.778799
2027-02-08,1.7107484,1.5974991,1.6732638,1.7530499,1.7914836,1.622953,10.148998
2027-02-09,1.8970151,1.7888199,1.7395769,1.8228238,1.8848094,1.8169987,10.950044
2027-02-10,2.057907,1.920051,1.9890641,1.876673,1.9959408,1.8407283,11.680365
2027-02-11,2.9095383,2.8273122,2.9198332,2.9356115,2.9084046,2.7006896,17.20139
2027-02-12,2.9995153,2.9986262,3.0202808,2.9948537,3.17053,2.9068627,18.09067
2027-02-13,4.520125,4.396468,4.31671,4.296052,4.7374997,4.290926,26.55778
2027-02-14,4.0713367,4.053726,4.0379233,4.2363434,4.124592,4.0849667,24.608889
2027-02-15,1.7116864,1.6645485,1.6661631,1.7365683,1.7714869,1.6098558,10.160309
2027-02-16,2.0112894,1.9143337,1.885764,1.9666914,2.0156004,1.9383548,11.732034
2027-02-17,1.8484966,1.7086146,1.7844332,1.6935852,1.7752702,1.6352497,10.44565
2027-02-18,1.7781174,1.6949306,1.7984285,1.7607487,1.7722077,1.5670902,10.371524
2027-02-19,2.2700174,2.269491,2.2385385,2.1830866,2.3912039,2.1530876,13.5054245
2027-02-20,2.1000419,2.080496,2.0850508,2.1235197,2.10846,1.9530455,12.450614
2027-02-21,1.829604,1.71847,1.7540779,1.814776,1.7952528,1.7262117,10.6383915
2027-02-22,2.0878196,1.9177088,2.042013,2.0997834,2.1330786,1.9616425,12.242046
2027-02-23,5.295237,5.257671,5.0159507,5.2755766,5.388011,5.208021,31.44047
2027-02-24,4.1466365,3.8415823,3.9938538,3.923428,4.0612817,3.9398215,23.906603
2027-02-25,1.7629793,1.6973107,1.7681148,1.7382319,1.7642964,1.5614445,10.292377
2027-02-26,1.7657714,1.7497891,1.7147163,1.664499,1.8352847,1.6457059,10.375767
2027-02-27,1.7145247,1.6885808,1.6899354,1.6896169,1.6993086,1.5706941,10.05266
2027-02-28,2.0848415,1.9895012,1.9990262,2.0875509,2.0724187,2.0056472,12.238987
2027-03-01,2.3219538,2.1697004,2.2608316,2.3652043,2.3758204,2.189401,13.682912
2027-03-02,3.270077,3.2519403,3.2592645,3.371405,3.3639505,3.263912,19.78055
2027-03-03,2.5098538,2.320294,2.4152212,2.3653145,2.3937743,2.3183734,14.322831
2027-03-04,2.3702412,2.3007445,2.3868487,2.3989131,2.3663516,2.1443717,13.967471
2027-03-05,3.325749,3.1601882,3.153724,3.1924183,3.258631,3.0790691,19.169779
2027-03-06,3.0242512,3.003067,3.015202,2.9381323,3.0703313,2.749362,17.800346
2027-03-07,1.8195672,1.716118,1.774869,1.801172,1.7955087,1.7357795,10.643014
2027-03-08,1.6939594,1.5819489,1.654443,1.7344584,1.766736,1.6198958,10.051441
2027-03-09,2.8768039,2.786398,2.909765,2.8787017,3.0092316,2.92297,17.38387
2027-03-10,1.9003872,1.7479787,1.8503112,1.7769667,1.8635771,1.71687,10.8560915
2027-03-11,1.6842437,1.61971,1.7059172,1.6874838,1.7035569,1.4867011,9.887612
2027-03-12,2.4365463,2.4140017,2.349619,2.3393424,2.5215905,2.2637763,14.324875
2027-03-13,2.047363,2.008262,2.026486,2.0149455,2.0740168,1.8357558,12.006828
2027-03-14,1.993658,1.8841937,1.9200497,1.9845487,1.9663916,1.8948228,11.643664
2027-03-15,2.2254736,2.0541334,2.1515183,2.265086,2.2788556,2.1133456,13.088411
2027-03-16,2.1425753,2.047731,2.036444,2.1247249,2.1435266,2.067355,12.562356
2027-03-17,1.9898967,1.8299407,1.9183406,1.8178538,1.9084747,1.7749782,11.239485
2027-03-18,1.9277579,1.8459694,1.9432697,1.9260151,1.9274344,1.7000792,11.270525
2027-03-19,1.9091743,1.9017503,1.8531003,1.8161755,1.998119,1.7871574,11.265476
2027-03-20,6.54007,6.6294184,6.2421494,6.309079,6.8164177,6.366573,38.90371
2027-03-21,6.02841,6.058905,5.8021927,5.960943,5.893887,5.5897436,35.33408
2027-03-22,1.7378082,1.6552814,1.6848675,1.7882203,1.7806135,1.6889331,10.335725
2027-03-23,1.7882549,1.6812859,1.6332755,1.7221688,1.7699301,1.7039504,10.298866
2027-03-24,1.8258152,1.6887133,1.757034,1.6672981,1.7545888,1.6226969,10.316147
2027-03-25,1.7416184,1.6640327,1.753855,1.7301581,1.7450048,1.5301888,10.164857
2027-03-26,1.7469302,1.7345515,1.6917661,1.6532409,1.8289695,1.630149,10.285607
2027-03-27,1.6987222,1.6635374,1.6730275,1.6761899,1.6910975,1.5419967,9.9445715
2027-03-28,1.7995926,1.6773331,1.7203633,1.7717476,1.7562215,1.6921698,10.417428
2027-03-29,1.7366935,1.6148602,1.6856214,1.7736727,1.8040525,1.6565839,10.271484
2027-03-30,1.7613119,1.655464,1.6093776,1.6960151,1.7451915,1.679619,10.146979
2027-03-31,1.7932689,1.6473912,1.7270082,1.6291479,1.7097346,1.5824339,10.0889845
2027-04-01,1.762165,1.6742876,1.767082,1.7418861,1.7566687,1.5403302,10.242419
2027-04-02,5.499324,5.3733454,5.725538,5.5325894,5.3265758,5.186991,32.644363
2027-04-03,4.8194337,4.790312,4.8186564,4.7700624,5.013244,4.7573733,28.969082
2027-04-04,1.8710306,1.793932,1.8370353,1.9003137,1.881221,1.8288463,11.112379
2027-04-05,1.7412251,1.6175739,1.6902812,1.7749081,1.8022754,1.6644987,10.290762
2027-04-06,2.1260219,1.9999733,2.0124104,2.0489852,2.11372,2.0568538,12.357965
2027-04-07,2.5728545,2.4019418,2.5041363,2.3667812,2.5408316,2.327559,14.714104
2027-04-08,2.0242426,1.9814919,2.0463293,2.109376,2.065009,1.8341352,12.060584
2027-04-09,3.1185746,3.152428,3.2563524,3.2862837,3.3109791,2.9622908,19.08691
2027-04-10,4.3069315,4.217679,4.214281,4.2850184,4.5339074,4.0621953,25.620012
2027-04-11,4.455075,4.419049,4.2638044,4.56096,4.527109,4.383194,26.60919
2027-04-12,3.9838097,3.6639562,3.8190823,4.046052,3.8900528,3.7811995,23.184155
2027-04-13,3.7315547,3.808133,3.7854233,3.787055,3.721518,3.6750607,22.508745
2027-04-14,1.8295845,1.6669779,1.7895707,1.7311907,1.7868191,1.685714,10.489857
2027-04-15,1.7256088,1.6510599,1.74352,1.7228804,1.7390876,1.5114082,10.093565
2027-04-16,2.3089678,2.2880003,2.2330024,2.2255197,2.4070709,2.1638293,13.62639
2027-04-17,1.8925347,1.8524114,1.8941015,1.8914678,1.9151267,1.7342128,11.179855
2027-04-18,2.9625652,2.929135,2.8721275,3.004453,2.9991884,2.9040418,17.67151
2027-04-19,4.6107364,4.285586,4.4601192,4.5315986,4.471551,4.303498,26.66309
2027-04-20,2.68084,2.6158547,2.6767461,2.6911473,2.701599,2.5895097,15.955698
2027-04-21,5.394125,5.1038446,5.107533,4.928381,5.2621245,5.2076783,31.003687
2027-04-22,3.63393,3.641274,3.6053193,3.7232828,3.650047,3.4823377,21.73619
2027-04-23,1.7957299,1.7890879,1.7375375,1.7236345,1.8847315,1.689495,10.620216
2027-04-24,1.7290125,1.6902314,1.7121305,1.7181292,1.7373435,1.5728753,10.159722
2027-04-25,2.3428864,2.252544,2.2369525,2.3622243,2.3382795,2.2484243,13.781312
2027-04-26,1.8643094,1.7111517,1.8069078,1.8951039,1.909739,1.7863392,10.973551
2027-04-27,3.4660811,3.3570042,3.3633187,3.398202,3.458678,3.3985558,20.44184
2027-04-28,2.3188398,2.1972127,2.301662,2.2056892,2.2900658,2.1237695,13.437239
2027-04-29,3.1024268,3.0742927,3.1001048,3.1545918,3.1258502,2.8908079,18.448074
2027-04-30,4.3703094,4.382389,4.496451,4.299071,4.431262,4.1232038,26.102684
2027-05-01,3.65107,3.665234,3.769645,3.6797063,3.7402625,3.4610732,21.966991
2027-05-02,1.912826,1.8031477,1.8847001,1.902897,1.8904909,1.8520792,11.2461405
2027-05-03,1.846617,1.7092202,1.7825842,1.8727882,1.8945072,1.768606,10.874323
2027-05-04,2.2529452,2.1150537,2.1479912,2.182387,2.2185736,2.1818275,13.098779
2027-05-05,2.8238266,2.6706722,2.7690957,2.6081052,2.778725,2.5962436,16.246668
2027-05-06,2.540606,2.5441403,2.5424767,2.6401148,2.590043,2.3493047,15.206686
2027-05-07,4.1516166,4.1067977,4.25399,4.3111095,4.281935,4.024819,25.130266
2027-05-08,4.785299,4.80795,4.735822,4.729216,5.00882,4.656889,28.723995
2027-05-09,1.2501754,1.2229615,1.24177,1.3025439,1.2639558,1.2704318,7.551838
