Time,Fridge,Washing_Machine,Dishwasher,TV,Kettle,Total_kWh
2016-07-05,0.017612845,0.0088455705,0.0056113405,0.007842108,0.020672778,0.060584642
2016-07-06,0.015493187,0.0059029306,0.0061907386,0.008445317,0.020591931,0.0566241
2016-07-07,0.016775,0.008195866,0.007097557,0.009415858,0.021285336,0.06276962
2016-07-08,0.016760878,0.004981211,0.0057826326,0.0075603975,0.020096814,0.055181935
2016-07-09,0.018782843,0.010496868,0.006817529,0.009073592,0.021891015,0.06706185
2016-07-10,0.021313008,0.010955459,0.0064029475,0.0084453095,0.019711427,0.066828154
2016-07-11,0.018659567,0.006832789,0.0056332755,0.0077146706,0.018992728,0.05783303
2016-07-12,0.015884094,0.010890422,0.004675611,0.0071183373,0.020664385,0.059232846
2016-07-13,0.013470627,0.007848886,0.0043699294,0.0069958847,0.020350117,0.05303544
2016-07-14,0.019380812,0.008387013,0.0057200016,0.0077722915,0.019842021,0.06110214
2016-07-15,0.016651534,0.005595796,0.005642235,0.0075236117,0.021314252,0.056727428
2016-07-16,0.0174508,0.0071691237,0.0068110535,0.008921194,0.023014814,0.06336699
2016-07-17,0.01954599,0.008327707,0.0053716297,0.00652176,0.019042594,0.058809683
2016-07-18,0.012124317,0.005425528,0.0032153944,0.004466028,0.017488752,0.04272002
2016-07-19,0.013538309,0.006020954,0.004701903,0.006211898,0.019124575,0.04959764
2016-07-20,0.019615164,0.0071995137,0.005592166,0.007890472,0.019805381,0.060102694
2016-07-21,0.014239743,0.00361572,0.0065301075,0.008466952,0.021460865,0.054313388
2016-07-22,0.007864535,0.001148925,0.0010841406,0.0031674285,0.017617157,0.030882185
2016-07-23,0.00791517,0.0014196609,0.001288732,0.0027855916,0.017474009,0.030883163
2016-07-24,0.010173751,0.0017515322,0.0016691817,0.002896259,0.016958408,0.033449132
2016-07-25,0.008263124,0.0010416551,0.0006316591,0.0020584296,0.016415643,0.028410511
2016-07-26,0.007401687,0.0008000729,0.00038749847,0.0016354105,0.016257856,0.026482526
2016-07-27,0.005957638,0.0005525731,0.0004199725,0.0017123187,0.015877573,0.024520075
2016-07-28,0.0066848793,0.0007265716,0.00047853804,0.0019889323,0.016314024,0.026192944
2016-07-29,0.007413415,0.0064478186,0.0017045678,0.0032886032,0.016773246,0.03562765
2016-07-30,0.01614375,0.010524217,0.006156493,0.0074983616,0.020046659,0.06036948
2016-07-31,0.017847454,0.015680622,0.004870882,0.0063483403,0.019027077,0.06377438
2016-08-01,0.011647997,0.006856998,0.0047486536,0.0056210333,0.018025482,0.046900164
2016-08-02,0.01508377,0.008139895,0.005645522,0.0064182365,0.017954705,0.053242125
2016-08-03,0.014469114,0.004663963,0.0033236444,0.0054766885,0.01848691,0.04642032
2016-08-04,0.010271123,0.008608011,0.0027992912,0.004700602,0.019915543,0.04629457
2016-08-05,0.0067450143,0.0016431806,0.0013694857,0.0032684882,0.018322332,0.0313485
2016-08-06,0.010339404,0.006418396,0.004476283,0.005346363,0.020052714,0.04663316
2016-08-07,0.017855892,0.01149781,0.005445603,0.007244332,0.020271534,0.062315173
2016-08-08,0.014303712,0.01270557,0.0047745607,0.0059648813,0.018143937,0.05589266
2016-08-09,0.009303454,0.0022773172,0.0032058218,0.004384105,0.01719397,0.036364667
2016-08-10,0.008011758,0.0034858717,0.002631703,0.00413334,0.016977686,0.03524036
2016-08-11,0.013492874,0.0052258875,0.004990531,0.008283728,0.023427295,0.055420317
2016-08-12,0.010355133,0.0027646502,0.0021897333,0.003967042,0.020115534,0.03939209
2016-08-13,0.010434823,0.0034388397,0.0050727855,0.0057545393,0.020606924,0.045307912
2016-08-14,0.015585303,0.013377664,0.0062426277,0.0074806605,0.02230989,0.064996146
2016-08-15,0.018409355,0.014480174,0.0048500407,0.006599997,0.018844955,0.06318452
2016-08-16,0.012990071,0.006109938,0.0047246194,0.005709835,0.017575063,0.04710953
2016-08-17,0.0135431355,0.006048951,0.0036658114,0.0054608095,0.01909545,0.047814157
2016-08-18,0.013275179,0.007864283,0.005985599,0.0065413243,0.020364132,0.054030515
2016-08-19,0.013061891,0.0065925415,0.006034419,0.006783211,0.020730987,0.05320305
2016-08-20,0.017788695,0.0047444105,0.0063054604,0.007870013,0.019237787,0.055946365
2016-08-21,0.016298639,0.01478089,0.0061843423,0.00727356,0.01868579,0.06322322
2016-08-22,0.019020965,0.00598771,0.004698529,0.006106425,0.01799566,0.05380929
2016-08-23,0.018024169,0.008483737,0.0057699694,0.006927857,0.01802447,0.0572302
2016-08-24,0.017346092,0.004502984,0.005744717,0.006610475,0.017902981,0.05210725
2016-08-25,0.015802978,0.0050482843,0.0057764896,0.007501557,0.019437486,0.05356679
2016-08-26,0.013656154,0.009432428,0.00669068,0.008073445,0.024027368,0.061880074
2016-08-27,0.015963566,0.01366026,0.0061132107,0.0076126116,0.019284276,0.062633924
2016-08-28,0.021610223,0.012255477,0.005916203,0.0078319665,0.019223696,0.066837564
2016-08-29,0.016883818,0.008332502,0.004700755,0.006360505,0.017911993,0.054189574
2016-08-30,0.008690564,0.0036314006,0.0017553645,0.0033817475,0.01749196,0.03495104
2016-08-31,0.008312851,0.007177441,0.0027595886,0.0040725037,0.016568225,0.038890608
2016-09-01,0.01138641,0.00742229,0.005302548,0.007073557,0.016098935,0.04728374
2016-09-02,0.015707862,0.0056188637,0.0051270234,0.008853924,0.016348638,0.05165631
2016-09-03,0.015722519,0.0087557705,0.008365516,0.013026664,0.01801598,0.06388645
2016-09-04,0.01903706,0.007553835,0.0072608157,0.00899469,0.018357195,0.061203595
2016-09-05,0.014474265,0.010182518,0.0061515686,0.008537649,0.017221387,0.05656739
2016-09-06,0.012646856,0.008155103,0.0045763394,0.00602631,0.016105661,0.047510266
2016-09-07,0.0137724085,0.006019609,0.0057111,0.008565138,0.016359856,0.050428115
2016-09-08,0.01342817,0.011272921,0.0061964407,0.009015914,0.016509287,0.056422733
2016-09-09,0.012212296,0.0070343856,0.0041020424,0.008956929,0.01660955,0.048915204
2016-09-10,0.01767124,0.017469037,0.008314876,0.013753658,0.018908298,0.07611711
2016-09-11,0.015549988,0.011168232,0.006528456,0.010267751,0.018304441,0.06181887
2016-09-12,0.012732142,0.014675091,0.004111992,0.0057045585,0.016506527,0.053730313
2016-09-13,0.015130515,0.0061909584,0.005276549,0.008147733,0.017372228,0.052117985
2016-09-14,0.012906142,0.013315694,0.0051274044,0.008770346,0.017071225,0.057190813
2016-09-15,0.010777021,0.004340046,0.00455735,0.007993926,0.015704002,0.043372344
2016-09-16,0.015229856,0.009544995,0.005163276,0.015112526,0.016865341,0.061915994
2016-09-17,0.018342618,0.008353224,0.006767333,0.010648214,0.018354414,0.0624658
2016-09-18,0.01806575,0.013642423,0.0077779037,0.010713673,0.018406596,0.06860635
2016-09-19,0.013560966,0.008144472,0.003890871,0.0064373817,0.017133733,0.049167424
2016-09-20,0.015959892,0.0059686177,0.005610353,0.0068643526,0.016162328,0.050565545
2016-09-21,0.014169963,0.013232945,0.005235615,0.010441389,0.017327173,0.060407087
2016-09-22,0.011746767,0.0093487585,0.004595715,0.010305902,0.016707301,0.052704446
2016-09-23,0.01590632,0.006474497,0.005284202,0.00883597,0.016554572,0.053055562
2016-09-24,0.0152964275,0.011387996,0.006548281,0.01191692,0.018264998,0.06341462
2016-09-25,0.015502432,0.007815441,0.006472229,0.008349996,0.018084299,0.0562244
2016-09-26,0.021006148,0.014368207,0.0055410974,0.007415174,0.017197168,0.0655278
2016-09-27,0.014714426,0.012880218,0.0053931223,0.011129727,0.018226443,0.062343933
2016-09-28,0.013771306,0.008944511,0.0061968667,0.008036427,0.01662501,0.053574122
2016-09-29,0.015365667,0.009646234,0.0065516154,0.013570516,0.018006852,0.063140884
2016-09-30,0.014198868,0.012172013,0.0063567734,0.0109027065,0.018234406,0.061864763
2016-10-01,0.01964305,0.013459065,0.008079139,0.010807103,0.017519468,0.06950782
2016-10-02,0.019685892,0.016051091,0.008860753,0.015763706,0.017748833,0.07811028
2016-10-03,0.018570391,0.012448998,0.008588646,0.014875832,0.0180455,0.07252937
2016-10-04,0.020909302,0.009093612,0.0067225136,0.010788771,0.017418101,0.0649323
2016-10-05,0.017242927,0.010900846,0.008124418,0.014123621,0.01737135,0.067763165
2016-10-06,0.014302484,0.0068834233,0.0071028797,0.0184689,0.016764505,0.06352219
2016-10-07,0.013619146,0.010766821,0.007798053,0.022155793,0.01664394,0.07098375
2016-10-08,0.020199405,0.011376165,0.0074228477,0.015434987,0.017612293,0.0720457
2016-10-09,0.019475589,0.0054464205,0.008812298,0.016673675,0.018015642,0.06842363
2016-10-10,0.017042499,0.015498132,0.007172892,0.009952101,0.016984232,0.066649854
2016-10-11,0.018904874,0.004943631,0.0065095495,0.009994174,0.016886394,0.057238623
2016-10-12,0.01799197,0.005754835,0.008166916,0.017014155,0.017907877,0.066835746
2016-10-13,0.015778832,0.0116034895,0.008953479,0.015979279,0.017047018,0.0693621
2016-10-14,0.015331788,0.009484717,0.0064961542,0.016896889,0.01665392,0.064863466
2016-10-15,0.0149417,0.009198478,0.008260617,0.019656429,0.01730717,0.06936439
2016-10-16,0.02124376,0.0081423195,0.008026892,0.015314293,0.017324818,0.07005208
2016-10-17,0.019080479,0.0059386645,0.0067922897,0.009660012,0.01695778,0.058429226
2016-10-18,0.012574605,0.0047893464,0.0037370666,0.007917697,0.016245322,0.045264035
2016-10-19,0.019672457,0.0052250093,0.006754707,0.008627893,0.014880404,0.05516047
2016-10-20,0.016728044,0.008046855,0.008294424,0.014627505,0.016877005,0.06457383
2016-10-21,0.012315082,0.007532209,0.00831449,0.022384524,0.017129071,0.06767538
2016-10-22,0.015497027,0.0075638536,0.009102764,0.021431532,0.017502699,0.07109787
2016-10-23,0.018204087,0.009473541,0.008597385,0.017360268,0.017414732,0.07105002
2016-10-24,0.016306221,0.009735997,0.006406356,0.010625482,0.014987968,0.058062024
2016-10-25,0.012691633,0.002312475,0.0019573534,0.0059888135,0.014998304,0.03794858
2016-10-26,0.012088036,0.008787344,0.0023198377,0.004994178,0.008899667,0.03708906
2016-10-27,0.013127555,0.0026362054,0.0027687894,0.0056341053,0.013585647,0.0377523
2016-10-28,0.012910071,0.007886466,0.0021605373,0.005718744,0.011170915,0.039846733
2016-10-29,0.017563926,0.0107415505,0.00727117,0.008802411,0.01493938,0.059318434
2016-10-30,0.020142721,0.016146949,0.008132478,0.014013693,0.017023193,0.07545903
2016-10-31,0.01955957,0.012135284,0.008635712,0.012489408,0.017360432,0.0701804
2016-11-01,0.014187979,0.007596527,0.0062578446,0.007763169,0.015825866,0.051631384
2016-11-02,0.018716533,0.0071620527,0.007302086,0.008515703,0.015001385,0.056697764
2016-11-03,0.019326573,0.012949128,0.008731237,0.010495773,0.01605699,0.067559704
2016-11-04,0.0153602455,0.0071543762,0.005579445,0.009268857,0.015076813,0.052439738
2016-11-05,0.01919904,0.01153583,0.007620673,0.01009185,0.015223462,0.06367086
2016-11-06,0.019460872,0.0075968504,0.0070744874,0.008645432,0.015076014,0.057853658
2016-11-07,0.017983759,0.012683798,0.00643232,0.007997866,0.015395891,0.060493633
2016-11-08,0.022339499,0.008539768,0.0071536493,0.009519127,0.016062101,0.063614145
2016-11-09,0.017950278,0.012979628,0.008990465,0.017822048,0.017181482,0.0749239
2016-11-10,0.017671194,0.009283146,0.007626932,0.011078067,0.015855376,0.061514717
2016-11-11,0.017829059,0.0065350523,0.007487039,0.013488288,0.015484346,0.060823783
2016-11-12,0.01943765,0.0077535575,0.008675857,0.011416457,0.016158527,0.06344205
2016-11-13,0.019877562,0.012728877,0.008439824,0.012555316,0.015150407,0.06875198
2016-11-14,0.018470457,0.020435376,0.0072525465,0.009112727,0.016105989,0.0713771
2016-11-15,0.018728606,0.009854987,0.006964468,0.0096663395,0.016232748,0.061447147
2016-11-16,0.014854766,0.006497872,0.00585338,0.0077286023,0.015458457,0.05039308
2016-11-17,0.017183919,0.011200489,0.005730487,0.0093023665,0.01471141,0.05812867
2016-11-18,0.01653666,0.008854041,0.0073101455,0.008395831,0.014700849,0.05579753
2016-11-19,0.021035388,0.014028605,0.009264466,0.0122776115,0.016401956,0.07300802
2016-11-20,0.021860162,0.015597018,0.009307169,0.012761086,0.016601508,0.07612694
2016-11-21,0.016119564,0.010860629,0.005530806,0.006710406,0.0149321435,0.05415355
2016-11-22,0.016858485,0.0075626387,0.006113094,0.008491571,0.0154796485,0.054505438
2016-11-23,0.015308552,0.008490553,0.007777644,0.008534511,0.015425768,0.055537026
2016-11-24,0.014466161,0.010138739,0.0063748807,0.007671248,0.014713694,0.05336472
2016-11-25,0.015468983,0.009291215,0.0036436107,0.007882883,0.013791294,0.050077986
2016-11-26,0.017758364,0.0062422906,0.0076730447,0.009942798,0.01335971,0.05497621
2016-11-27,0.022049746,0.01651845,0.008989046,0.012669024,0.016589994,0.07681626
2016-11-28,0.015618744,0.012888247,0.005857589,0.009545234,0.01592329,0.059833102
2016-11-29,0.017479323,0.0061596176,0.005448478,0.0065130917,0.012309422,0.04790993
2016-11-30,0.018132394,0.012414499,0.007139002,0.0095845815,0.015982313,0.06325279
2016-12-01,0.015612893,0.003946614,0.0020248224,0.0038798742,0.013705985,0.039170187
2016-12-02,0.011616866,0.00084658025,0.00070101017,0.002444925,0.009612878,0.02522226
2016-12-03,0.010707998,0.0009046901,0.0006953685,0.0022718413,0.010097951,0.024677848
2016-12-04,0.009773683,0.0008080696,0.00058941107,0.001995308,0.010418286,0.023584757
2016-12-05,0.013944974,0.00640895,0.0060667004,0.0062083774,0.011959796,0.044588797
2016-12-06,0.017178236,0.0067320387,0.00558958,0.0077304672,0.015231782,0.0524621
2016-12-07,0.017246636,0.0086236475,0.008312104,0.008662034,0.015582574,0.05842699
2016-12-08,0.018860234,0.01591383,0.0074765137,0.010737475,0.01570893,0.06869698
2016-12-09,0.017300474,0.00856773,0.0049586473,0.0066483044,0.014093588,0.051568747
2016-12-10,0.023420563,0.012806003,0.0069781616,0.010284971,0.015616503,0.06910621
2016-12-11,0.021210136,0.017194562,0.010292228,0.013754657,0.016575921,0.079027504
2016-12-12,0.018106693,0.013776971,0.0072204974,0.008731294,0.0159857,0.06382116
2016-12-13,0.019249666,0.008190641,0.0066728257,0.008935707,0.01600314,0.059051976
2016-12-14,0.017024908,0.012628371,0.0073626116,0.008944252,0.015860023,0.061820164
2016-12-15,0.016964646,0.012602331,0.0067637637,0.008859553,0.015172146,0.06036244
2016-12-16,0.019417202,0.012734296,0.0066589634,0.008446812,0.0145235425,0.061780818
2016-12-17,0.02259049,0.016366608,0.008598571,0.015291323,0.01683405,0.07968104
2016-12-18,0.015296386,0.009443538,0.0046893377,0.007646573,0.015044093,0.05211993
2016-12-19,0.014737031,0.0074024806,0.005617164,0.006384704,0.01383,0.04797138
2016-12-20,0.016196704,0.007605131,0.0054777293,0.007942313,0.015489506,0.052711383
2016-12-21,0.016972428,0.0120484615,0.0074919662,0.008003918,0.015128532,0.059645303
2016-12-22,0.0206254,0.012588913,0.008454771,0.009874899,0.015757166,0.06730115
2016-12-23,0.018974643,0.011827178,0.009176597,0.01387811,0.016538031,0.07039456
2016-12-24,0.019664867,0.008120679,0.0070934957,0.01422287,0.015450449,0.06455236
2016-12-25,0.019481387,0.00717713,0.0065128747,0.0077050338,0.014524328,0.05540075
2016-12-26,0.01756467,0.0043734876,0.0018911959,0.0043203505,0.013617892,0.041767593
2016-12-27,0.009726177,0.00062866585,0.00048068643,0.0020458484,0.01198204,0.024863418
2016-12-28,0.0065703136,0.0005677817,0.00026892778,0.0015827721,0.010712969,0.019702764
2016-12-29,0.006837607,0.00062067196,0.0002932176,0.0015423545,0.010551217,0.019845068
2016-12-30,0.00827831,0.0014930328,0.00063083286,0.0019897823,0.010453911,0.022845868
2016-12-31,0.019094756,0.008927055,0.005271466,0.006421548,0.011678086,0.05139291
2017-01-01,0.023558822,0.012639938,0.0064938962,0.01030078,0.014849436,0.06784287
2017-01-02,0.02058445,0.013882309,0.0031807227,0.017788194,0.012547005,0.06798268
2017-01-03,0.021625292,0.015403628,0.004708926,0.017918995,0.013556112,0.07321295
2017-01-04,0.021592721,0.015077034,0.005019,0.018071033,0.013583911,0.0733437
2017-01-05,0.024886101,0.016596837,0.005000079,0.014905141,0.014173014,0.07556117
2017-01-06,0.021297934,0.0071852813,0.008713792,0.0123439105,0.016484896,0.066025816
2017-01-07,0.022905536,0.007744296,0.006922906,0.015522498,0.014700293,0.06779553
2017-01-08,0.02330474,0.008517207,0.007813638,0.009844207,0.016011974,0.065491766
2017-01-09,0.016802376,0.008376668,0.008367767,0.010320286,0.01615801,0.060025107
2017-01-10,0.01542002,0.00544796,0.005737744,0.0072604544,0.0155784795,0.049444657
2017-01-11,0.016052281,0.006575183,0.0068269023,0.007905573,0.015450861,0.0528108
2017-01-12,0.019798966,0.011736564,0.008981947,0.009560261,0.015842771,0.06592051
2017-01-13,0.02502742,0.0073575857,0.0062227906,0.009615519,0.015897974,0.06412129
2017-01-14,0.021905188,0.010164857,0.009566071,0.012082359,0.016268017,0.06998649
2017-01-15,0.02191405,0.008724626,0.007971138,0.010567993,0.0161849,0.06536271
2017-01-16,0.021968799,0.018821532,0.008356258,0.012212487,0.016690033,0.07804911
2017-01-17,0.022254407,0.014835214,0.0061445027,0.010659333,0.016703332,0.07059679
2017-01-18,0.017035391,0.007334347,0.0060948073,0.009455725,0.01607598,0.05599625
2017-01-19,0.013154771,0.008626827,0.0049990416,0.010705992,0.014464937,0.05195157
2017-01-20,0.016830476,0.011182139,0.0068619363,0.00915258,0.014649382,0.05867651
2017-01-21,0.019904222,0.0113652,0.008061026,0.015625114,0.01635963,0.07131519
2017-01-22,0.02425501,0.01218817,0.008483237,0.013640319,0.016245583,0.07481232
2017-01-23,0.018552236,0.013482668,0.0082584405,0.00993718,0.016309716,0.06654024
2017-01-24,0.020805322,0.0077229873,0.0052332063,0.008636499,0.016351204,0.058749218
2017-01-25,0.018080954,0.0072922753,0.0068796454,0.009372962,0.016206052,0.057831887
2017-01-26,0.019574597,0.011596113,0.007242396,0.008095748,0.014593485,0.06110234
2017-01-27,0.022861473,0.012828273,0.006641363,0.012466752,0.015909191,0.07070705
2017-01-28,0.015090308,0.0034281802,0.0011258824,0.0053754966,0.005227595,0.030247465
2017-01-29,0.018107085,0.008062204,0.006146482,0.006726926,0.012039505,0.0510822
2017-01-30,0.020839222,0.015095951,0.008171904,0.012058113,0.016530724,0.07269591
2017-01-31,0.020000454,0.011907787,0.0066279294,0.009100507,0.01633823,0.0639749
2017-02-01,0.021713268,0.010983765,0.0064743944,0.01003906,0.0165091,0.06571959
2017-02-02,0.018454548,0.008638992,0.0074474933,0.012438296,0.015716393,0.06269573
2017-02-03,0.013198328,0.0047015063,0.005227241,0.020776354,0.013073974,0.056977402
2017-02-04,0.02501131,0.011375721,0.0071743163,0.011453772,0.015217888,0.070233
2017-02-05,0.022504203,0.007899738,0.007464904,0.01105869,0.016269036,0.065196574
2017-02-06,0.022727558,0.012146777,0.0063369316,0.010576088,0.016019557,0.067806914
2017-02-07,0.019572413,0.007636212,0.0059247483,0.012985832,0.016825674,0.06294488
2017-02-08,0.018985713,0.010172648,0.007379109,0.012278036,0.016017873,0.06483337
2017-02-09,0.019891746,0.008077369,0.0064687585,0.013067264,0.015221058,0.06272619
2017-02-10,0.021189047,0.0051192655,0.002712772,0.0078951605,0.015037866,0.051954113
2017-02-11,0.012667338,0.0011707138,0.00083904795,0.0030103598,0.0128016025,0.030489063
2017-02-12,0.009023117,0.00093915715,0.000554266,0.0019327783,0.010865408,0.023314726
2017-02-13,0.0070497836,0.00051372114,0.00025961304,0.0014628323,0.0110154785,0.020301428
2017-02-14,0.006476549,0.00051612075,0.00022974543,0.0013632235,0.011067779,0.019653417
2017-02-15,0.0062783593,0.0007134269,0.00025994953,0.0014726972,0.01075671,0.019481143
2017-02-16,0.006336789,0.0006325522,0.00024968982,0.0014045899,0.0106843775,0.019307997
2017-02-17,0.010664721,0.0038974253,0.0045052567,0.0049609533,0.01236035,0.036388706
2017-02-18,0.021557327,0.010773144,0.007103277,0.009515781,0.015346018,0.064295545
2017-02-19,0.02457446,0.0131650455,0.0073363823,0.011839476,0.016394448,0.07330981
2017-02-20,0.021989712,0.012235882,0.006315293,0.010533117,0.016057642,0.067131646
2017-02-21,0.016825806,0.0060651386,0.004290114,0.007802919,0.016037736,0.051021714
2017-02-22,0.014272882,0.009835353,0.0064573903,0.0080161765,0.015621399,0.0542032
2017-02-23,0.017892746,0.0052984254,0.006463805,0.010419961,0.015257197,0.055332135
2017-02-24,0.019435963,0.006977176,0.0058571445,0.014067141,0.015585854,0.06192328
2017-02-25,0.018564563,0.010811701,0.0074946187,0.012743327,0.015419041,0.06503325
2017-02-26,0.02018114,0.0101773115,0.006069162,0.009651344,0.015630355,0.061709315
2017-02-27,0.018674137,0.011832532,0.0070875552,0.010474822,0.015860533,0.06392958
2017-02-28,0.021018798,0.010782938,0.00578255,0.010434596,0.016411254,0.06443014
2017-03-01,0.016851533,0.007495801,0.005564794,0.009729726,0.015702073,0.05534393
2017-03-02,0.018758584,0.011202421,0.005889669,0.011259383,0.014876471,0.06198653
2017-03-03,0.019001406,0.009904094,0.0050382074,0.0075205816,0.014930685,0.056394972
2017-03-04,0.022197189,0.012050748,0.0060357903,0.008319445,0.01570699,0.06431016
2017-03-05,0.020624679,0.009238743,0.0048664627,0.006603049,0.015401619,0.056734547
2017-03-06,0.019255862,0.012913344,0.0053873854,0.0077976547,0.015826035,0.061180282
2017-03-07,0.022532474,0.012083566,0.0051694117,0.008020477,0.016113322,0.063919246
2017-03-08,0.01654126,0.0074571995,0.0043553784,0.007769728,0.015518894,0.051642463
2017-03-09,0.012776812,0.007607595,0.005075792,0.011068476,0.0142421955,0.05077087
2017-03-10,0.017531877,0.006391016,0.0040143225,0.011711974,0.01413793,0.05378712
2017-03-11,0.021209272,0.013419686,0.0059069702,0.008093474,0.015588266,0.06421767
2017-03-12,0.022891771,0.010224426,0.005701111,0.0070843194,0.015865209,0.061766833
2017-03-13,0.01764817,0.01699598,0.0043670605,0.00592162,0.015386686,0.060319517
2017-03-14,0.017798677,0.011709543,0.0045666094,0.0076090912,0.015971366,0.057655286
2017-03-15,0.019253591,0.009795143,0.005312891,0.009537329,0.015081835,0.058980785
2017-03-16,0.016917672,0.011561278,0.00595273,0.0071288664,0.015126921,0.056687467
2017-03-17,0.014156664,0.0027566124,0.0024623354,0.005070793,0.014379215,0.03882562
2017-03-18,0.01609202,0.010781171,0.0046523204,0.005897313,0.014335881,0.051758707
2017-03-19,0.022386646,0.015667317,0.0056681596,0.007757183,0.01593652,0.067415826
2017-03-20,0.020828826,0.019285267,0.0047136946,0.0075159413,0.015945405,0.06828913
2017-03-21,0.023066245,0.013324721,0.004917647,0.0076188627,0.016156316,0.065083794
2017-03-22,0.019626733,0.011286869,0.0055153077,0.009688898,0.015864287,0.061982095
2017-03-23,0.018792283,0.009848306,0.0065735024,0.00947612,0.01583669,0.060526904
2017-03-24,0.018613663,0.0050556604,0.0022287578,0.007146008,0.01487764,0.04792173
2017-03-25,0.011232891,0.00081716775,0.00059378654,0.0020434142,0.013174903,0.027862161
2017-03-26,0.010100781,0.003055784,0.0038676788,0.0039345734,0.0124660665,0.033424884
2017-03-27,0.020188875,0.015703345,0.0049032075,0.0065409,0.015405043,0.06274137
2017-03-28,0.021159815,0.006349405,0.0050140936,0.006988553,0.016020829,0.055532694
2017-03-29,0.020940658,0.015125791,0.0055034044,0.008643083,0.01580388,0.066016816
2017-03-30,0.01652814,0.009266304,0.0060065603,0.006837418,0.015219795,0.053858213
2017-03-31,0.014933726,0.0063535273,0.003587118,0.00737845,0.014252832,0.046505652
2017-04-01,0.020137211,0.012875879,0.0053951675,0.008416229,0.015142899,0.061967384
2017-04-02,0.022635475,0.026650848,0.0051754285,0.008604033,0.015983848,0.07904963
2017-04-03,0.020234216,0.012760182,0.0048247785,0.007216398,0.01608711,0.061122686
2017-04-04,0.017293634,0.0076916064,0.005063754,0.008058703,0.015958829,0.054066524
2017-04-05,0.021622553,0.014284105,0.0050607207,0.0071952245,0.01551993,0.063682534
2017-04-06,0.019878073,0.014955055,0.0056548296,0.00916892,0.015917284,0.06557416
2017-04-07,0.018401021,0.010792701,0.0039559477,0.0066796457,0.015133023,0.05496234
2017-04-08,0.018295864,0.014383202,0.005556081,0.00801138,0.015194869,0.0614414
2017-04-09,0.021955315,0.01730292,0.0053058164,0.0072375666,0.015670989,0.06747261
2017-04-10,0.016831296,0.0035174643,0.003267289,0.00542918,0.0155204395,0.044565666
2017-04-11,0.012745344,0.0027509918,0.0006218413,0.002482699,0.0142828785,0.032883756
2017-04-12,0.0056647304,0.00046417647,0.00019558978,0.0013405159,0.012646856,0.020311868
2017-04-13,0.0047551333,0.00031074524,0.00019533049,0.0013890301,0.0119285,0.018578738
2017-04-14,0.010152056,0.0027456495,0.004337954,0.0045537567,0.01323395,0.03502337
2017-04-15,0.019413041,0.016003188,0.0060449215,0.008001697,0.015156688,0.06461953
